movie_id,movie_title,title_year,country,color,genres,imdb_score,plot_keywords,num_voted_users,num_user_for_reviews,num_critic_for_reviews,content_rating,facenumber_in_poster,movie_imdb_link,non_relevant_posters(ratings),non_relevant_posters(genres),,
127,The Torture Chamber of Dr. Sadism,1967,UK,1,Horror|Mystery,6,count|drawn and quartered|tied up|torture chamber|torture device,952,36,38,M,0,http://www.imdb.com/title/tt0062235/?ref_=fn_tt_tt_1,,,,          
128,In the Heat of the Night            ,1967,USA,1,Crime|Drama|Mystery,7.4,detective|mississippi|police|police detective|small town,2258,24,1,NULL,1,http://www.imdb.com/title/tt0094484/?ref_=fn_tt_tt_1,,,,          
129,"Yours, Mine and Ours",1968,USA,1,Comedy|Family,7.2,nurse|parent|sibling|widow|widower,5888,61,8,Unrated,0,http://www.imdb.com/title/tt0063829/?ref_=fn_tt_tt_1,,,,          
130,2001: A Space Odyssey,1968,UK,1,Adventure|Mystery|Sci-Fi,8.3,ancient astronaut|famous line|message from outer space|monolith|star child,427357,1736,285,G,0,http://www.imdb.com/title/tt0062622/?ref_=fn_tt_tt_1,,,,          
131,Oliver!,1968,UK,1,Drama|Family|Musical,7.5,abuse|child|orphan|orphanage|pickpocket,25303,138,56,G,1,http://www.imdb.com/title/tt0063385/?ref_=fn_tt_tt_1,,,,          
132,Barbarella,1968,UK,1,Adventure|Comedy|Fantasy|Sci-Fi,5.9,41st century|angel|future|laser gun|space opera,24436,186,107,PG,2,http://www.imdb.com/title/tt0062711/?ref_=fn_tt_tt_1,,,,          
133,Once Upon a Time in the West,1968,UK,1,Western,8.6,gang|gun|harmonica|killing|woman in bathtub,216005,565,164,PG-13,1,http://www.imdb.com/title/tt0064116/?ref_=fn_tt_tt_1,,,,          
134,Night of the Living Dead,1968,USA,0,Drama|Horror|Mystery,8,cemetery|farmhouse|radiation|running out of gas|zombie,87978,580,284,Unrated,5,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,,,,          
135,Rosemary's Baby,1968,USA,1,Drama|Horror,8,devil worship|incubus|paranoia|raped by a demon|satanism,140527,447,215,R,0,http://www.imdb.com/title/tt0063522/?ref_=fn_tt_tt_1,,,,          
136,Hang 'Em High,1968,USA,1,Western,7,imperative in title|judge|marshal|murder|vigilante,25472,109,26,M,3,http://www.imdb.com/title/tt0061747/?ref_=fn_tt_tt_1,,,,          
137,Shalako,1968,UK,1,Western,5.5,bare chested male bondage|european|female frontal nudity|topless woman|war paint,1978,41,10,PG,2,http://www.imdb.com/title/tt0063592/?ref_=fn_tt_tt_1,,,,          
138,Charly,1968,USA,1,Drama|Romance|Sci-Fi,7.1,disability|experiment|genius|intelligence|mouse,4998,55,32,PG,0,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,,,,          
139,Night of the Living Dead,1968,USA,0,Drama|Horror|Mystery,8,cemetery|farmhouse|radiation|running out of gas|zombie,87978,580,284,Unrated,5,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,,,,          
140,Paint Your Wagon,1969,USA,1,Comedy|Drama|Musical|Romance|Western,6.7,california|farmer|gold|mining|prospector,9352,106,20,PG-13,3,http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1,,,,          
141,Sweet Charity,1969,USA,1,Comedy|Drama|Music|Musical|Romance,7,charity|dancer|foreign language adaptation|hope|taxi dancer,3454,64,15,G,0,http://www.imdb.com/title/tt0065054/?ref_=fn_tt_tt_1,,,,          
142,Machine Gun McCain,1969,UK,1,Crime|Drama|Thriller,6.2,casino|gang violence|robbery|suicide|violence,618,12,28,GP,0,http://www.imdb.com/title/tt0065895/?ref_=fn_tt_tt_1,,,,          
143,On Her Majesty's Secret Service,1969,UK,1,Action|Adventure|Thriller,6.8,bond girl|british|mission|portugal|switzerland,59941,452,143,M,2,http://www.imdb.com/title/tt0064757/?ref_=fn_tt_tt_1,,,,          
144,Butch Cassidy and the Sundance Kid,1969,USA,1,Biography|Crime|Drama|Western,8.1,bolivia|gang|outlaw|posse|train,152089,309,130,M,1,http://www.imdb.com/title/tt0064115/?ref_=fn_tt_tt_1,,,,          
145,The Wild Bunch,1969,USA,1,Action|Adventure|Western,8,friendship|honor|righteous rage|soldier|texas,63192,287,147,R,1,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1,,,,          
146,Topaz,1969,USA,1,Drama|Thriller,6.3,1960s|agent|cuba|intelligence|spy,12677,89,50,M,0,http://www.imdb.com/title/tt0065112/?ref_=fn_tt_tt_1,,,,          
147,Midnight Cowboy,1969,USA,0,Drama,7.9,gay|homosexual|homosexuality|hustler|male rear nudity,76616,334,88,X,2,http://www.imdb.com/title/tt0064665/?ref_=fn_tt_tt_1,,,,          
148,Mississippi Mermaid,1969,UK,1,Crime|Drama|Romance,7.2,antibes|hotel|island|reunion|reunion island,4391,26,35,R,0,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,,,,          
149,The Stewardesses,1969,USA,1,Comedy|Drama,4,female frontal nudity|female nudity|lesbian sex|lesbianism|sex,161,5,21,X,0,http://www.imdb.com/title/tt0168192/?ref_=fn_tt_tt_1,,,,          
150,Tora! Tora! Tora!,1970,UK,1,Action|Drama|History|War,7.5,attack|hawaii|navy|pearl harbor|u.s. navy,25019,159,79,G,0,http://www.imdb.com/title/tt0066473/?ref_=fn_tt_tt_1,,,,          
151,Waterloo,1970,UK,1,Action|Drama|History|War,7.3,battle|costume drama|final battle|napoleon|napoleon bonaparte,5911,76,16,G,2,http://www.imdb.com/title/tt0066549/?ref_=fn_tt_tt_1,,,,          
152,Darling Lili,1970,USA,1,Comedy|Drama|Musical|Romance|War,6.2,crepe suzette|french|mata hari spoof|song|spy,1547,50,22,G,2,http://www.imdb.com/title/tt0065611/?ref_=fn_tt_tt_1,,,,          
153,Catch-22,1970,USA,1,Comedy|Drama|War,7.2,catch 22|friend|insanity|kneed in the groin|military,17277,124,45,R,0,http://www.imdb.com/title/tt0065528/?ref_=fn_tt_tt_1,,,,          
154,Patton,1970,USA,1,Biography|Drama|War,8,allies|dead soldier|destiny|general|tank,76398,258,112,GP,0,http://www.imdb.com/title/tt0066206/?ref_=fn_tt_tt_1,,,,          
155,The Molly Maguires,1970,USA,1,Drama|History,6.9,coal|detective|irish|irish immigrant|pennsylvania,2603,36,13,PG,0,http://www.imdb.com/title/tt0066090/?ref_=fn_tt_tt_1,,,,          
156,The Ballad of Cable Hogue,1970,USA,1,Comedy|Drama|Romance|Western,7.3,desert|partner|prostitute|stagecoach|water,6350,62,31,R,2,http://www.imdb.com/title/tt0065446/?ref_=fn_tt_tt_1,,,,          
157,Beneath the Planet of the Apes,1970,USA,1,Action|Adventure|Sci-Fi,6.1,ape|astronaut|mission|planet|rescue,32378,150,78,G,0,http://www.imdb.com/title/tt0065462/?ref_=fn_tt_tt_1,,,,          
158,Cotton Comes to Harlem,1970,USA,1,Action|Comedy,6.6,black cop|chase|cotton|four word title|new york city,1172,27,30,R,1,http://www.imdb.com/title/tt0065579/?ref_=fn_tt_tt_1,,,,          
159,Beyond the Valley of the Dolls,1970,USA,1,Comedy|Drama|Music,6.2,band|drugs|friendship|hollywood|satire,7584,137,101,X,8,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,,,,          
160,The Conformist,1970,UK,1,Drama,8.1,fascist|gun|italy|nudity|sexuality,17813,101,120,R,1,http://www.imdb.com/title/tt0065571/?ref_=fn_tt_tt_1,,,,          
161,Woodstock,1970,USA,1,Documentary|History|Music,8.1,drugs|hippie|music festival|the who|woodstock,12631,63,53,R,0,http://www.imdb.com/title/tt0066580/?ref_=fn_tt_tt_1,,,,          
162,The French Connection,1971,USA,1,Action|Crime|Drama|Thriller,7.8,crime boss|drug smuggling|heroin|mafia boss|organized crime,82476,280,138,R,0,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,,,,          
163,Fiddler on the Roof,1971,USA,1,Drama|Family|Musical|Romance,8,immigration|jewish|pogrom|tradition|tradition versus modernity,29839,150,66,G,0,http://www.imdb.com/title/tt0067093/?ref_=fn_tt_tt_1,,,,          
164,Diamonds Are Forever,1971,UK,1,Action|Adventure|Thriller,6.7,cat|diamond|ford mustang|james bond 007|yanked off bikini top,74249,276,120,GP,2,http://www.imdb.com/title/tt0066995/?ref_=fn_tt_tt_1,,,,          
165,The Andromeda Strain,1971,USA,1,Sci-Fi|Thriller,7.2,alien|baby|new mexico|satellite|scientist,25857,171,57,G,0,http://www.imdb.com/title/tt0066769/?ref_=fn_tt_tt_1,,,,          
166,Willy Wonka & the Chocolate Factory,1971,USA,1,Family|Fantasy|Musical,7.8,candy|chocolate|factory|miniaturization|sudden change in size,128334,349,104,G,1,http://www.imdb.com/title/tt0067992/?ref_=fn_tt_tt_1,,,,          
167,Escape from the Planet of the Apes,1971,USA,1,Action|Sci-Fi,6.3,ape|fear|future|spacecraft|spaceship,23546,92,74,G,0,http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1,,,,          
168,The French Connection,1971,USA,1,Action|Crime|Drama|Thriller,7.8,crime boss|drug smuggling|heroin|mafia boss|organized crime,82476,280,138,R,0,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,,,,          
169,Bananas,1971,USA,1,Comedy,7.1,fictitious country|latin america|president|rebellion|reference to fidel castro,27646,105,40,GP,3,http://www.imdb.com/title/tt0066808/?ref_=fn_tt_tt_1,,,,          
170,Sweet Sweetback's Baadasssss Song,1971,USA,1,Crime|Drama|Thriller,5.5,black panther|hells angels|on the run|racist|racist cop,3340,50,38,R,1,http://www.imdb.com/title/tt0067810/?ref_=fn_tt_tt_1,,,,          
171,The Night Visitor,1971,USA,1,Crime|Horror|Thriller,6.8,escape|independent film|mental illness|prison|revenge,544,19,14,GP,1,http://www.imdb.com/title/tt0066141/?ref_=fn_tt_tt_1,,,,          
172,Pink Narcissus,1971,USA,1,Drama|Fantasy,6.7,male frontal nudity|male pubic hair|male rear nudity|pubic hair|street hustler,803,16,8,Not Rated,1,http://www.imdb.com/title/tt0067580/?ref_=fn_tt_tt_1,,,,          
173,Solaris,1972,UK,0,Drama|Mystery|Sci-Fi,8.1,hallucination|ocean|psychologist|scientist|space station,54057,236,144,PG,0,http://www.imdb.com/title/tt0069293/?ref_=fn_tt_tt_1,,,,          
174,The Godfather,1972,USA,1,Crime|Drama,9.2,crime family|mafia|organized crime|patriarch|rise to power,1155770,2238,208,R,1,http://www.imdb.com/title/tt0068646/?ref_=fn_tt_tt_1,,,,          
175,1776,1972,USA,1,Drama|Family|History|Musical,7.6,continental congress|debate|declaration of independence|massachusetts|pennsylvania,6303,129,34,PG,0,http://www.imdb.com/title/tt0068156/?ref_=fn_tt_tt_1,,,,          
176,Frenzy,1972,UK,1,Thriller,7.5,penknife|police|rape|serial killer|united kingdom,30982,199,110,R,0,http://www.imdb.com/title/tt0068611/?ref_=fn_tt_tt_1,,,,          
177,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,USA,0,Comedy,6.8,aphrodisiac|court jester|jester|queen|written and directed by cast member,31077,78,50,R,5,http://www.imdb.com/title/tt0068555/?ref_=fn_tt_tt_1,,,,          
178,Conquest of the Planet of the Apes,1972,USA,1,Action|Sci-Fi,6.1,ape|future|intelligence|revolution|slave revolt,23268,95,80,PG,0,http://www.imdb.com/title/tt0068408/?ref_=fn_tt_tt_1,,,,          
179,Silent Running,1972,USA,1,Drama|Sci-Fi,6.7,forest|greenhouse|plant|robot|space,20678,199,87,GP,1,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,,,,          
180,Cries & Whispers,1972,UK,1,Drama,8.2,dying|love|mansion|selfishness|turn of the century,19964,197,76,R,0,http://www.imdb.com/title/tt0069467/?ref_=fn_tt_tt_1,,,,          
181,Pink Flamingos,1972,USA,1,Comedy|Crime|Horror,6.1,absurd humor|egg|gross out humor|lesbian|sex,16792,183,73,NC-17,2,http://www.imdb.com/title/tt0069089/?ref_=fn_tt_tt_1,,,,          
182,M*A*S*H            ,1972,USA,1,Comedy|Drama|War,8.4,colonel|doctor|korean war|major|nurse,36265,147,55,TV-PG,5,http://www.imdb.com/title/tt0068098/?ref_=fn_tt_tt_1,,,,          
183,The Streets of San Francisco            ,1972,USA,1,Action|Crime|Drama|Mystery,7.3,city name in series title|homicide|older man younger man relationship|place in series title|police partner,3405,13,13,NULL,0,http://www.imdb.com/title/tt0068135/?ref_=fn_tt_tt_1,,,,          
184,Mean Streets,1973,USA,1,Crime|Drama|Romance|Thriller,7.4,bar|catholic guilt|epilepsy|italian american|money,67797,223,112,R,0,http://www.imdb.com/title/tt0070379/?ref_=fn_tt_tt_1,,,,          
185,The Exorcist,1973,USA,1,Horror,8,demonic possession|exorcism|exorcist|loss of innocence|priest,284252,1058,304,R,0,http://www.imdb.com/title/tt0070047/?ref_=fn_tt_tt_1,,,,          
186,Live and Let Die,1973,UK,1,Action|Adventure|Thriller,6.8,british|cards|heroin|murder|tarot card,74957,251,136,PG,3,http://www.imdb.com/title/tt0070328/?ref_=fn_tt_tt_1,,,,          
187,The Sting,1973,USA,1,Comedy|Crime|Drama,8.3,con|con man|courier|long con|murder,175607,252,119,PG,0,http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1,,,,          
188,High Plains Drifter,1973,USA,1,Mystery|Western,7.6,gravestone|gunfighter|outlaw|revenge|small town,36381,169,72,R,0,http://www.imdb.com/title/tt0068699/?ref_=fn_tt_tt_1,,,,          
189,Pat Garrett & Billy the Kid,1973,USA,1,Biography|Drama|Romance|Western,7.4,bare breasts|flogging|human branding|man slaps a woman|manhunt,13467,106,54,R,0,http://www.imdb.com/title/tt0070518/?ref_=fn_tt_tt_1,,,,          
190,Sleeper,1973,USA,1,Comedy|Sci-Fi,7.3,frozen|future|health food|leader|police,33335,128,66,PG,0,http://www.imdb.com/title/tt0070707/?ref_=fn_tt_tt_1,,,,          
191,Battle for the Planet of the Apes,1973,USA,1,Action|Sci-Fi,5.5,ape|general|gorilla|outer space|planet of the apes,22764,91,62,G,4,http://www.imdb.com/title/tt0069768/?ref_=fn_tt_tt_1,,,,          
192,American Graffiti,1973,USA,1,Comedy|Drama|Music,7.5,california|car|drag racing|high school|rock 'n' roll,63839,238,100,PG,1,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,,,,          
193,The Godfather: Part II,1974,USA,1,Crime|Drama,9,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,790926,650,149,R,1,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,,,,          
194,The Texas Chain Saw Massacre,1974,USA,1,Horror|Thriller,7.5,cannibal|chainsaw|hitchhiker|independent film|leatherface,96410,826,277,R,0,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,,,,          
195,The Man with the Golden Gun,1974,UK,1,Action|Adventure|Thriller,6.8,assassin|bikini|girl in a bikini|mission|secret agent,73950,258,118,PG,3,http://www.imdb.com/title/tt0071807/?ref_=fn_tt_tt_1,,,,          
196,The Front Page,1974,USA,1,Comedy|Drama|Romance,7.3,1920s|communist|escape from jail|newspaper|reporter,9007,50,34,PG,2,http://www.imdb.com/title/tt0071524/?ref_=fn_tt_tt_1,,,,          
197,Young Frankenstein,1974,USA,0,Comedy,8,assistant|castle|experiment|frankenstein's monster|scientist,112671,315,129,PG,0,http://www.imdb.com/title/tt0072431/?ref_=fn_tt_tt_1,,,,          
198,Blazing Saddles,1974,USA,1,Comedy|Western,7.8,railroad|reference to douglas fairbanks|reference to jesse owens|reference to randolph scott|year 1874,95294,363,121,R,0,http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1,,,,          
199,The Conversation,1974,USA,1,Drama|Mystery|Thriller,7.9,corruption|neo noir|recording|saxophone|surveillance,74651,313,149,PG,2,http://www.imdb.com/title/tt0071360/?ref_=fn_tt_tt_1,,,,          
200,Benji,1974,USA,1,Adventure|Family|Romance,6.1,animal abuse|cat|dog|dog movie|tween girl,3411,36,5,G,0,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,,,,          
201,The Texas Chain Saw Massacre,1974,USA,1,Horror|Thriller,7.5,cannibal|chainsaw|hitchhiker|independent film|leatherface,96411,826,277,R,0,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,,,,          
202,Towering Inferno            ,1974,UK,1,Comedy,9.5,NULL,10,NULL,NULL,NULL,2,http://www.imdb.com/title/tt0691996/?ref_=fn_tt_tt_1,,,,          
203,Jaws,1975,USA,1,Adventure|Drama|Thriller,8,beach|blockbuster|fishing|great white shark|shark,412454,962,385,PG,0,http://www.imdb.com/title/tt0073195/?ref_=fn_tt_tt_1,,,,          
204,Barry Lyndon,1975,UK,1,Adventure|Drama|History|War,8.1,18th century|england|rise and fall|rural setting|wealth,101627,369,124,PG,0,http://www.imdb.com/title/tt0072684/?ref_=fn_tt_tt_1,,,,          
205,The Return of the Pink Panther,1975,UK,1,Comedy|Crime|Mystery,7.1,clouseau|diamond|panther|pink|pink panther,19596,73,33,G,0,http://www.imdb.com/title/tt0072081/?ref_=fn_tt_tt_1,,,,          
206,One Flew Over the Cuckoo's Nest,1975,USA,1,Drama,8.7,1960s|escape|mental institution|nurse|sexuality,680041,760,149,R,0,http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,,,,          
207,Monty Python and the Holy Grail,1975,UK,1,Adventure|Comedy|Fantasy,8.3,camelot|holy grail|king arthur|knight|lancelot,382240,660,131,PG,0,http://www.imdb.com/title/tt0071853/?ref_=fn_tt_tt_1,,,,          
208,Death Race 2000,1975,USA,1,Action|Comedy|Sci-Fi|Sport,6.2,cult director|cult film|drive in classic|psychotronic|race,19875,147,164,R,0,http://www.imdb.com/title/tt0072856/?ref_=fn_tt_tt_1,,,,          
209,The Bad News Bears,1976,USA,1,Comedy|Drama|Family|Sport,7.3,baseball|california|coach|little league|swimming pool,16323,91,40,PG,1,http://www.imdb.com/title/tt0074174/?ref_=fn_tt_tt_1,,,,          
210,The Omen,1976,UK,1,Fantasy|Horror|Mystery,7.6,ambassador|death|hospital|priest|stillborn child,80958,310,154,R,2,http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1,,,,          
211,Logan's Run,1976,USA,1,Action|Adventure|Sci-Fi,6.8,cat|computer|cult film|runner|sanctuary,39847,242,112,PG,1,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,,,,          
212,Robin and Marian,1976,USA,1,Adventure|Drama|Romance,6.6,crusades|friar|robin hood|sheriff|sheriff of nottingham,8930,90,27,PG,10,http://www.imdb.com/title/tt0075147/?ref_=fn_tt_tt_1,,,,          
213,Silent Movie,1976,USA,1,Comedy|Romance,6.7,black comedy|friend|modern silent movie|silent movie|two word title,12666,61,39,PG,0,http://www.imdb.com/title/tt0075222/?ref_=fn_tt_tt_1,,,,          
214,Network,1976,USA,1,Drama|Romance,8.1,media|monologue|television|television network|television news,103493,317,161,R,0,http://www.imdb.com/title/tt0074958/?ref_=fn_tt_tt_1,,,,          
215,Family Plot,1976,USA,1,Comedy|Thriller,6.8,actor|diamond|heir|kidnapping|ransom,15293,111,67,PG,1,http://www.imdb.com/title/tt0074512/?ref_=fn_tt_tt_1,,,,          
216,The Omen,1976,UK,1,Fantasy|Horror|Mystery,7.6,ambassador|death|hospital|priest|stillborn child,80961,310,154,R,2,http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1,,,,          
217,Rocky,1976,USA,1,Drama|Sport,8.1,boxer|hometown hero|philadelphia pennsylvania|protective male|training,375240,542,141,PG,0,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,,,,          
218,Taxi Driver,1976,USA,1,Crime|Drama,8.3,loner|neo noir|night shift|taxi driver|vigilante,507063,881,211,R,1,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,,,,          
219,A Bridge Too Far,1977,USA,0,Drama|History|War,7.4,airborne troops|allies|operation market garden|panzer|paratrooper,40277,210,56,PG,14,http://www.imdb.com/title/tt0075784/?ref_=fn_tt_tt_1,,,,          
220,Sorcerer,1977,USA,1,Adventure|Drama|Thriller,7.7,fire|jungle|money|oil drilling|truck,9513,116,84,PG,0,http://www.imdb.com/title/tt0076740/?ref_=fn_tt_tt_1,,,,          
221,Close Encounters of the Third Kind,1977,USA,1,Drama|Sci-Fi,7.7,alien|close encounter of the third kind|mothership|ufo|vision,139288,339,171,PG,0,http://www.imdb.com/title/tt0075860/?ref_=fn_tt_tt_1,,,,          
222,Damnation Alley,1977,USA,1,Sci-Fi,5.2,cockroach|desert|ghost town|giant spider|travel,3701,71,41,PG,0,http://www.imdb.com/title/tt0075909/?ref_=fn_tt_tt_1,,,,          
223,The Spy Who Loved Me,1977,UK,1,Action|Adventure|Sci-Fi|Thriller,7.1,1970s|cult film|official james bond series|submarine|world war three,76477,275,112,PG,2,http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,,,,          
224,Exorcist II: The Heretic,1977,USA,1,Horror,3.7,demon|exorcism|locust|priest|repressed memory,16294,252,82,R,7,http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,,,,          
225,"New York, New York",1977,USA,1,Drama|Music|Musical|Romance,6.7,love|musician|saxophonist|singer|songwriter,13548,75,59,PG,0,http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,,,,          
226,Star Wars: Episode IV - A New Hope,1977,USA,1,Action|Adventure|Fantasy|Sci-Fi,8.7,death star|empire|galactic war|princess|rebellion,911097,1470,282,PG,1,http://www.imdb.com/title/tt0076759/?ref_=fn_tt_tt_1,,,,          
227,March or Die,1977,UK,1,Adventure|Drama|Romance|War,6.3,arab|bare chested male|foreign legion|french foreign legion|morocco,2215,26,6,PG,1,http://www.imdb.com/title/tt0076175/?ref_=fn_tt_tt_1,,,,          
228,Julia,1977,USA,1,Drama,7.4,1930s|female protagonist|nazi|romantic friendship|writer,6454,44,38,PG,2,http://www.imdb.com/title/tt0076245/?ref_=fn_tt_tt_1,,,,          
229,Capricorn One,1977,USA,1,Action|Sci-Fi|Thriller,6.8,astronaut|hoax|journalist|mission|nasa,15988,153,64,PG,0,http://www.imdb.com/title/tt0077294/?ref_=fn_tt_tt_1,,,,          
230,Annie Hall,1977,USA,1,Comedy|Romance,8.1,breaking the fourth wall|comedian|jewish|neurosis|singer,192940,491,154,PG,0,http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,,,,          
231,High Anxiety,1977,USA,1,Comedy,6.7,belldon's hysteria|high anxiety|hitchcockian|murder|parody,15115,102,55,PG,0,http://www.imdb.com/title/tt0076141/?ref_=fn_tt_tt_1,,,,          
232,The Kentucky Fried Movie,1977,USA,1,Comedy,6.5,fake commercial|fake newscast|fake trailer|parody|spoof,13915,109,82,R,0,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,,,,          
233,Kingdom of the Spiders,1977,USA,1,Horror|Sci-Fi,5.9,death|farm|hotel|spider|tarantula,3274,84,95,PG,0,http://www.imdb.com/title/tt0076271/?ref_=fn_tt_tt_1,,,,          
234,Eraserhead,1977,USA,0,Fantasy|Horror|Sci-Fi,7.4,apartment|baby|deformed baby|factory|surrealism,69831,535,152,Unrated,1,http://www.imdb.com/title/tt0074486/?ref_=fn_tt_tt_1,,,,          
235,Superman,1978,USA,1,Action|Adventure|Drama|Romance|Sci-Fi,7.3,1970s|clark kent|planet|superhero|year 1978,126357,497,169,PG,0,http://www.imdb.com/title/tt0078346/?ref_=fn_tt_tt_1,,,,          
236,The Wiz,1978,USA,1,Adventure|Family|Fantasy|Music|Musical,5.2,melancholy|new york city|sadness|teacher|wizard,10895,150,32,G,0,http://www.imdb.com/title/tt0078504/?ref_=fn_tt_tt_1,,,,          
237,Jaws 2,1978,USA,1,Adventure|Horror|Thriller,5.7,great white shark|island|mayor|police chief|shark,51314,265,75,PG,0,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,,,,          
238,Halloween,1978,USA,1,Horror|Thriller,7.9,halloween|masked killer|michael myers|slasher|trick or treat,157857,1191,318,R,0,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,,,,          
239,Halloween,1978,USA,1,Horror|Thriller,7.9,halloween|masked killer|michael myers|slasher|trick or treat,157857,1191,318,R,0,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,,,,          
240,The Deer Hunter,1978,UK,1,Drama|War,8.2,escape|friend|party|pittsburgh steelers|vietnam,232577,1026,140,R,2,http://www.imdb.com/title/tt0077416/?ref_=fn_tt_tt_1,,,,          
241,Caravans,1978,UK,1,Action|Adventure|History,6.5,afghanistan|caravan|rebel|russian|tribe,524,8,2,PG,0,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,,,,          
242,The Boys from Brazil,1978,UK,1,Drama|Thriller,7,1970s|jew|nazi|nazi hunter|paraguay,20660,123,55,R,3,http://www.imdb.com/title/tt0077269/?ref_=fn_tt_tt_1,,,,          
243,F.I.S.T.,1978,USA,1,Drama,6.4,1930s|driving through a gate|funeral|senator|trade union,5561,35,20,PG,2,http://www.imdb.com/title/tt0077531/?ref_=fn_tt_tt_1,,,,          
244,Alien Zone,1978,USA,1,Horror,4.1,affair|child murderer|mortician|strangulation|supernatural power,440,21,8,PG,0,http://www.imdb.com/title/tt0072626/?ref_=fn_tt_tt_1,,,,          
245,Grease,1978,USA,1,Musical|Romance,7.2,automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959,170027,350,124,PG-13,2,http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1,,,,          
246,Force 10 from Navarone,1978,UK,0,Action|Drama|War,6.3,colonel|mission|partisan|spy|traitor,13587,80,22,PG,2,http://www.imdb.com/title/tt0077572/?ref_=fn_tt_tt_1,,,,          
247,Animal House,1978,USA,1,Comedy,7.6,academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar,90177,257,94,R,6,http://www.imdb.com/title/tt0077975/?ref_=fn_tt_tt_1,,,,          
248,Days of Heaven,1978,USA,1,Drama|Romance,8,farm|farm worker|grasshopper|harvest|wealth,37594,181,112,PG,0,http://www.imdb.com/title/tt0077405/?ref_=fn_tt_tt_1,,,,          
249,Halloween,1978,USA,1,Horror|Thriller,7.9,halloween|masked killer|michael myers|slasher|trick or treat,157863,1191,318,R,0,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,,,,          
250,The Last Waltz,1978,USA,1,Documentary|Music,8.2,band|final concert|guitar|interview|thanksgiving,12611,113,71,PG,0,http://www.imdb.com/title/tt0077838/?ref_=fn_tt_tt_1,,,,          
251,The Doombolt Chase            ,1978,UK,1,Drama|Family,7.2,NULL,18,NULL,NULL,NULL,4,http://www.imdb.com/title/tt0166038/?ref_=fn_tt_tt_1,,,,          
252,All That Jazz,1979,USA,1,Comedy|Drama|Music|Musical,7.8,dancer|editing|stand up comedian|surgery|vomiting,19228,146,84,R,0,http://www.imdb.com/title/tt0078754/?ref_=fn_tt_tt_1,,,,          
253,Star Trek: The Motion Picture,1979,USA,1,Adventure|Mystery|Sci-Fi,6.4,alien|space|space station|spacecraft|warp speed,63330,405,134,PG,2,http://www.imdb.com/title/tt0079945/?ref_=fn_tt_tt_1,,,,          
254,1941,1979,USA,1,Action|Comedy|War,5.9,california|captain|cult film|pearl harbor|submarine,25193,217,56,PG,5,http://www.imdb.com/title/tt0078723/?ref_=fn_tt_tt_1,,,,          
255,Apocalypse Now,1979,USA,1,Drama|War,8.5,army|green beret|insanity|jungle|vietnam,450676,983,261,R,1,http://www.imdb.com/title/tt0078788/?ref_=fn_tt_tt_1,,,,          
